Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Sales_in_Millions,Genre_Code,First_Letter,global_sales_iva
Torino 2006,XB,2006.0,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,10,T,0.046400000000000004
Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,40000.0,0,D,0.046400000000000004
Amnesia,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,A,0.046400000000000004
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,40000.0,3,T,0.046400000000000004
Fashion Week Jr. Designer,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,40000.0,9,F,0.046400000000000004
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011.0,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04,40000.0,5,J,0.046400000000000004
Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,40000.0,1,S,0.046400000000000004
Metal Slug 4 & 5,XB,2005.0,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,40000.0,8,M,0.046400000000000004
Great Battle Full Blast,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,G,0.046400000000000004
Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,40000.0,2,G,0.046400000000000004
Hitman (2016),PS4,2016.0,Action,Square Enix,0.0,0.04,0.0,0.01,0.04,40000.0,0,H,0.046400000000000004
World Poker Tour,PSP,2006.0,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,40000.0,3,W,0.046400000000000004
Saint Seiya: Soldiers' Soul,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,2,S,0.046400000000000004
7 Days to Die,XOne,2016.0,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,40000.0,0,7,0.046400000000000004
Digimon Rumble Arena 2,GC,2004.0,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,40000.0,2,D,0.046400000000000004
Doki Doki! PreCure Narikiri Life!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,D,0.046400000000000004
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,40000.0,0,G,0.046400000000000004
Watashi no Relaxuma,DS,2007.0,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,40000.0,9,W,0.046400000000000004
Phantom Kingdom Portable,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,40000.0,7,P,0.046400000000000004
Pac-Man World Rally,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,40000.0,6,P,0.046400000000000004
Way of the Samurai 2 Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.04,0.0,0.04,40000.0,0,W,0.046400000000000004
Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,40000.0,11,H,0.046400000000000004
Mazes of Fate DS,DS,2008.0,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,40000.0,7,M,0.046400000000000004
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,3,C,0.046400000000000004
Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,0,H,0.046400000000000004
Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,40000.0,10,V,0.046400000000000004
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,40000.0,5,M,0.046400000000000004
Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,40000.0,11,F,0.046400000000000004
GRID,PC,0.0,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,40000.0,6,G,0.046400000000000004
Little Busters! Converted Edition,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,40000.0,1,L,0.046400000000000004
Unison: Rebels of Rhythm & Dance,PS2,2000.0,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,40000.0,3,U,0.046400000000000004
Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,40000.0,6,F,0.046400000000000004
WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,5,W,0.046400000000000004
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,10,T,0.046400000000000004
Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,40000.0,10,M,0.046400000000000004
B.L.U.E.: Legend of Water,PS,0.0,Adventure,Desconocido,0.0,0.0,0.04,0.0,0.04,40000.0,1,B,0.046400000000000004
Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,40000.0,7,D,0.046400000000000004
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008.0,Racing,System 3 Arcade Software,0.03,0.01,0.0,0.0,0.04,40000.0,6,S,0.046400000000000004
Luxor: Pharaoh's Challenge,Wii,0.0,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04,40000.0,5,L,0.046400000000000004
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,40000.0,2,N,0.046400000000000004
Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,40000.0,11,I,0.046400000000000004
Lionel Trains: On Track,DS,2006.0,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,40000.0,0,L,0.046400000000000004
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,9,H,0.046400000000000004
Shukufuku no Campanella Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,40000.0,1,T,0.046400000000000004
Sonic PC Collection,PC,2009.0,Misc,Sega,0.0,0.04,0.0,0.01,0.04,40000.0,3,S,0.046400000000000004
Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,40000.0,3,H,0.046400000000000004
Yourself Fitness,PS2,2005.0,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,40000.0,10,Y,0.046400000000000004
Chaos;Head - Love Chu*Chu!,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,40000.0,1,C,0.046400000000000004
Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,40000.0,8,L,0.046400000000000004
Paws & Claws: Regal Resort,DS,2010.0,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,40000.0,9,P,0.046400000000000004
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007.0,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04,40000.0,6,H,0.046400000000000004
Star Trek: Shattered Universe,XB,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,40000.0,9,S,0.046400000000000004
12Riven: The Psi-Climinal of Integral,PS2,2008.0,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,40000.0,1,1,0.046400000000000004
Battle Spirits: Digital Starter,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,7,B,0.046400000000000004
Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,40000.0,11,R,0.046400000000000004
Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,40000.0,2,D,0.046400000000000004
WarJetz,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,40000.0,8,W,0.046400000000000004
Breeding Stud 2,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,10,B,0.046400000000000004
Banushi Life Game: Winner's Circle,DS,2007.0,Sports,Genki,0.0,0.0,0.04,0.0,0.04,40000.0,10,B,0.046400000000000004
Catwoman,GBA,2004.0,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,40000.0,0,C,0.046400000000000004
Gakuen Hetalia Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,G,0.046400000000000004
Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,40000.0,3,G,0.046400000000000004
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,5,C,0.046400000000000004
Capcom Fighting Evolution,XB,2005.0,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,40000.0,2,C,0.046400000000000004
XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,40000.0,11,X,0.046400000000000004
Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,40000.0,11,C,0.046400000000000004
Novastorm,PS,1995.0,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,40000.0,8,N,0.046400000000000004
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.04,0.0,0.04,40000.0,7,S,0.046400000000000004
PopCap Arcade Vol 1,X360,2007.0,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,40000.0,5,P,0.046400000000000004
Dead Ball Zone,PS,1998.0,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,40000.0,10,D,0.046400000000000004
NBA in the Zone 2000,N64,2000.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,10,N,0.046400000000000004
Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,40000.0,11,M,0.046400000000000004
NBA In The Zone '99,N64,1998.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,10,N,0.046400000000000004
Winning Post World 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,10,W,0.046400000000000004
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,0,D,0.046400000000000004
SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,40000.0,8,S,0.046400000000000004
OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.01,0.04,40000.0,6,O,0.046400000000000004
Haunted Casino,SAT,1996.0,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,40000.0,1,H,0.046400000000000004
World Series Baseball,SAT,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,40000.0,10,W,0.046400000000000004
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,0,O,0.046400000000000004
Aeon Flux,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,40000.0,0,A,0.046400000000000004
Chicken Blaster,DS,2009.0,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,40000.0,8,C,0.046400000000000004
Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04,40000.0,10,S,0.046400000000000004
S.Y.K Renshouden Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
Metal Max Returns,SNES,1995.0,Role-Playing,Data East,0.0,0.0,0.04,0.0,0.04,40000.0,7,M,0.046400000000000004
Shattered Union,XB,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,11,S,0.046400000000000004
Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,40000.0,6,O,0.046400000000000004
Hanaoni: Yume no Tsudzuki,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,0,H,0.046400000000000004
Mat Hoffman's Pro BMX 2,GC,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04,40000.0,10,M,0.046400000000000004
Unchained Blades,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,40000.0,7,U,0.046400000000000004
Harley-Davidson: Road Trip,Wii,2010.0,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,40000.0,6,H,0.046400000000000004
Gal*Gun,X360,2011.0,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,40000.0,8,G,0.046400000000000004
GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04,40000.0,0,G,0.046400000000000004
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,40000.0,10,M,0.046400000000000004
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,40000.0,0,G,0.046400000000000004
NHL Hitz Pro,GC,0.0,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,40000.0,10,N,0.046400000000000004
Ookami Kakushi,PSP,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,0,O,0.046400000000000004
Zen-Nippon GT Senshuken,SNES,1995.0,Racing,Banpresto,0.0,0.0,0.04,0.0,0.04,40000.0,6,Z,0.046400000000000004
North American Hunting Extravaganza 2,Wii,2010.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,40000.0,10,N,0.046400000000000004
City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,40000.0,3,C,0.046400000000000004
PD Ultraman Battle Collection 64,N64,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,11,P,0.046400000000000004
Monaco Grand Prix,N64,1999.0,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,40000.0,6,M,0.046400000000000004
Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,40000.0,11,W,0.046400000000000004
Rally Challenge 2000,N64,1999.0,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,40000.0,6,R,0.046400000000000004
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000.0,Platform,Infogrames,0.03,0.01,0.0,0.0,0.04,40000.0,4,L,0.046400000000000004
Superman: Countdown to Apokolips,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,40000.0,4,S,0.046400000000000004
Deadly Arts,N64,1998.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,40000.0,2,D,0.046400000000000004
Kikou Heidan J-Phoenix 2,PS2,2003.0,Action,Takara,0.0,0.0,0.04,0.0,0.04,40000.0,0,K,0.046400000000000004
Sengoku Musou 3 Z Special,PSP,2012.0,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,40000.0,0,S,0.046400000000000004
Dragon's Lair 3D: Return to the Lair,GC,2002.0,Platform,THQ,0.03,0.01,0.0,0.0,0.04,40000.0,4,D,0.046400000000000004
Harukanaru Toki no Naka de 5,PSP,2011.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,7,H,0.046400000000000004
Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,40000.0,5,M,0.046400000000000004
Worms 4: Mayhem,XB,2005.0,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,40000.0,11,W,0.046400000000000004
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,40000.0,0,R,0.046400000000000004
Winning Post 7 2012,PSP,2012.0,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,40000.0,10,W,0.046400000000000004
Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,40000.0,0,S,0.046400000000000004
Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,10,S,0.046400000000000004
Point Blank 2,PS,1998.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,40000.0,8,P,0.046400000000000004
Who Wants to Be a Millionaire: 3rd Edition,DS,2010.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,40000.0,3,W,0.046400000000000004
Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.0,0.04,40000.0,6,T,0.046400000000000004
Saru! Get You! Pipo Saru Senki,PSP,2009.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,7,S,0.046400000000000004
Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,40000.0,0,I,0.046400000000000004
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,40000.0,10,J,0.046400000000000004
Imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,40000.0,1,I,0.046400000000000004
Logic Machines,DS,2009.0,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04,40000.0,5,L,0.046400000000000004
One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,40000.0,2,O,0.046400000000000004
Hakuouki: Reimeiroku Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,H,0.046400000000000004
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008.0,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,40000.0,8,S,0.046400000000000004
Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,40000.0,6,A,0.046400000000000004
Motto TOEIC Test DS Training,DS,2008.0,Misc,IE Institute,0.0,0.0,0.04,0.0,0.04,40000.0,3,M,0.046400000000000004
Super Robot Gakuen,DS,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,1,S,0.046400000000000004
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,40000.0,7,A,0.046400000000000004
Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,40000.0,0,T,0.046400000000000004
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,40000.0,1,D,0.046400000000000004
Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,40000.0,11,E,0.046400000000000004
Mike Tyson Boxing,GBA,2002.0,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,40000.0,10,M,0.046400000000000004
Jojo's Fashion Show: Design in a Dash!,DS,2009.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,40000.0,9,J,0.046400000000000004
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,40000.0,7,T,0.046400000000000004
Go Diego Go!: Safari Rescue,PS2,2008.0,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,40000.0,0,G,0.046400000000000004
Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,40000.0,3,D,0.046400000000000004
Clannad,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,40000.0,1,C,0.046400000000000004
Nobunaga's Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,40000.0,11,N,0.046400000000000004
Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,40000.0,10,F,0.046400000000000004
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009.0,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,40000.0,2,K,0.046400000000000004
Akko ni Omakase! Brain Shock,DS,2006.0,Misc,Taito,0.0,0.0,0.04,0.0,0.04,40000.0,3,A,0.046400000000000004
Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,40000.0,4,M,0.046400000000000004
Guild Wars Trilogy,PC,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,40000.0,7,G,0.046400000000000004
Patrician IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,40000.0,11,P,0.046400000000000004
Deadliest Warrior: Ancient Combat,PS3,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,40000.0,2,D,0.046400000000000004
King of Fighters: Maximum Impact Regulation A,PS2,2007.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,40000.0,2,K,0.046400000000000004
Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.04,0.0,0.0,0.04,40000.0,3,W,0.046400000000000004
Star Ocean 5: Integrity and Faithlessness,PS3,2016.0,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,40000.0,7,S,0.046400000000000004
Date A Live: Rine Utopia,PS3,2013.0,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,40000.0,1,D,0.046400000000000004
CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,40000.0,1,C,0.046400000000000004
Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,40000.0,1,D,0.046400000000000004
Surf's Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,40000.0,10,S,0.046400000000000004
Fritz Chess,PS3,2009.0,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04,40000.0,11,F,0.046400000000000004
The Da Vinci Code,XB,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,40000.0,0,T,0.046400000000000004
Famicom Mini: Clu Clu Land,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.04,0.0,0.04,40000.0,5,F,0.046400000000000004
Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,40000.0,0,A,0.046400000000000004
Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,40000.0,8,M,0.046400000000000004
Sacred Blaze,PS2,2009.0,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,40000.0,11,S,0.046400000000000004
Rollin' Rascals,DS,2009.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04,40000.0,5,R,0.046400000000000004
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,3,H,0.046400000000000004
Thoroughbred Breeder II Plus,PS,1995.0,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,40000.0,9,T,0.046400000000000004
Pure Pinball,XB,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,40000.0,3,P,0.046400000000000004
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,40000.0,1,H,0.046400000000000004
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,1,Z,0.046400000000000004
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,40000.0,0,R,0.046400000000000004
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,2,D,0.046400000000000004
Shadow of the Colossus,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,40000.0,0,S,0.046400000000000004
Phantom Breaker,X360,2011.0,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,40000.0,2,P,0.046400000000000004
Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,40000.0,10,G,0.046400000000000004
Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,40000.0,8,B,0.046400000000000004
Valhalla Knights 2: Battle Stance,PSP,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,40000.0,7,V,0.046400000000000004
99 no Namida,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,40000.0,1,9,0.046400000000000004
Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,40000.0,1,C,0.046400000000000004
Cyber Troopers Virtual-On Marz,PS2,2003.0,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,40000.0,2,C,0.046400000000000004
Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04,40000.0,0,H,0.046400000000000004
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008.0,Adventure,ASCII Media Works,0.0,0.0,0.04,0.0,0.04,40000.0,1,O,0.046400000000000004
Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,40000.0,5,B,0.046400000000000004
Stuntman,GBA,2003.0,Racing,Atari,0.03,0.01,0.0,0.0,0.04,40000.0,6,S,0.046400000000000004
Time Travelers,3DS,2012.0,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,40000.0,1,T,0.046400000000000004
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04,40000.0,6,B,0.046400000000000004
The Chase: Felix Meets Felicity,DS,2009.0,Action,Atari,0.04,0.0,0.0,0.0,0.04,40000.0,0,T,0.046400000000000004
Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,40000.0,10,S,0.046400000000000004
Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,40000.0,11,S,0.046400000000000004
